Type,Group,Sub-Group,Number,Name,Keywords,Description
Expense,Labor Expense,Continuing Education Expense,6451,Registration Fees,,"Registration fees for conferences or other symposia, whether physical or virtual"
Expense,Labor Expense,Continuing Education Expense,6452,Educational Materials Expense,,"Payments made to purchase materials (books, trade magazines, conference materials, etc) related to continuing education"
Expense,Labor Expense,Continuing Education Expense,6453,Staff Training Fees & Costs,,Payments made to facilitate internal staff training
Expense,Labor Expense,Travel & Lodging Expense,6460,Travel & Lodging Expense,,
Expense,Labor Expense,Travel & Lodging Expense,6461,Common Carrier Travel,"Airline, airfare, train ticket, bus ticket","Payments made to purchase plane tickets, train tickets, bus tickets, baggage fees, etc for buisness-related travel"
Expense,Labor Expense,Travel & Lodging Expense,6462,Lodging,,Payments made for accomodiations for buisness-related travel
Expense,Labor Expense,Travel & Lodging Expense,6463,Ground Transportation,,Payments made rental cars or taxis/Ubers for buisness-related travel
Expense,Labor Expense,Travel & Lodging Expense,6464,Mileage Reimbursement (eg for CE travel),,"Payments made to reimburse employees for their use of their own vehicles for buisness-related travel, including for parking"
Expense,Labor Expense,Other Employee-Related Expenses,6470,Other Employee-Related Expenses,,
Expense,Labor Expense,Other Employee-Related Expenses,6471,"Study Group Fees (e.g., VMG)",VMG,"This account includes annual dues/expenses, quarterly fees, travel expenses, hotel/lodging expenses, materials & production expenses associated with study groups."
Expense,Labor Expense,Other Employee-Related Expenses,6472,Employee Business Meals & Entertainment,,"Expense amounts paid for feeding employees who are working on behalf of the practice to recruit new employees or clients, gain training, improving skills, networking, meeting, etc."
Expense,Labor Expense,Other Employee-Related Expenses,6473,Staff Events & Recreation,,"Expenditures coded to this account typically include staff picnics and holiday parties, but can include other practice financial support of events wherein 100% of all current employees are invited and included in the event."
Expense,Labor Expense,Other Employee-Related Expenses,6474,Employee Recruitment,,"Expenses coded to this account may include the cost of background checks, pre-employment drug screening, reimbursed airfare for purpose of interview visits, reimbursed moving expenses, etc."
Expense,Labor Expense,Other Employee-Related Expenses,6475,Laundry & Uniform,,Expenses related to the purhase or cleaning of uniforms for staff
Expense,Labor Expense,Other Employee-Related Expenses,6476,Employee Gifts,,Expenses related to the purhase of gifts or gift cards for staff
Expense,Facility & Equipment Expense,,,Facility & Equipment Expense,,
Expense,Facility & Equipment Expense,Facility Expense,6500,Facility Expense,,
Expense,Facility & Equipment Expense,Facility Expense,6501,Real Estate Rental Expense,,
Expense,Facility & Equipment Expense,Facility Expense,6502,Common Area Maintenance (CAM) Charges,,
Expense,Facility & Equipment Expense,Facility Expense,6503,Remote Storage Expense,,Payments made to rent off-premises storage space are coded to this account.
Expense,Facility & Equipment Expense,Facility Expense,6504,Building Maintenance,,Payments made to 3rd parties to maintain the building on an a la carte basis (rather than as a fixed price service contract)
Expense,Facility & Equipment Expense,Facility Expense,6505,Building Service Contract,,Payments made to 3rd parties to maintain the building as part of a service contract
Expense,Facility & Equipment Expense,Facility Expense,6506,Facility Repairs,,Payments made to 3rd parties to repair Facilities
Expense,Facility & Equipment Expense,Facility Expense,6507,Janatorial/Cleaning Expense,,"This account includes payments to a contracted cleaning, maid, or janitorial service as well as supplies associated with facility cleaning."
Expense,Facility & Equipment Expense,Facility Expense,6508,Environmental Control,"pest, mold",This account includes payments to a pest or mold control companies servicing the facilities
Expense,Facility & Equipment Expense,Equipment Expense,6510,Equipment Expense,,
Expense,Facility & Equipment Expense,Equipment Expense,6511,Equipment Rental Expense,,"This account includes one-time equipment rental fees, such as a pressure washer to clean the practice facility. Operating lease payments (non-purchase leases) should also be included here. Many leases are purchases in disguise and should be capitalized to the 2000 account series with an associated liability included in the 3030 account series. Talk with the practice’s CPA to ensure proper accounting of the practice’s leases."
Expense,Facility & Equipment Expense,Equipment Expense,6512,Minor Equipment Purchase Expense,,Payments made to purchase minor equipment (typically less than $300).
Expense,Facility & Equipment Expense,Equipment Expense,6520,"Equipment Maintenance Expense, In-House",,
Expense,Facility & Equipment Expense,Equipment Expense,6521,Medical Equipment Maintenance,,Payments made to 3rd parties to maintain Medical Equipment on an a la carte basis (rather than as a fixed price service contract)
Expense,Facility & Equipment Expense,Equipment Expense,6522,Lab Equipment Maintenance,,Payments made to 3rd parties to maintain Lab Equipment on an a la carte basis (rather than as a fixed price service contract)
Expense,Facility & Equipment Expense,Equipment Expense,6523,Office Equipment Maintenance,,Payments made to 3rd parties to maintain Office Equipment on an a la carte basis (rather than as a fixed price service contract)
Expense,Facility & Equipment Expense,Equipment Expense,6524,Computer/IT Equipment Maintenance,,Payments made to 3rd parties to maintain Computer/IT Equipment on an a la carte basis (rather than as a fixed price service contract)
Expense,Facility & Equipment Expense,Equipment Expense,6530,"Equipment Maintenance, Service Contracts",,
Expense,Facility & Equipment Expense,Equipment Expense,6531,Medical Equipment Service Contract,,Payments made to 3rd parties to maintain Medical Equipment as part of a service contract
Expense,Facility & Equipment Expense,Equipment Expense,6532,Lab Equipment Service Contract,,Payments made to 3rd parties to maintain Lab Equipment as part of a service contract
Expense,Facility & Equipment Expense,Equipment Expense,6533,Office Equipment Service Contract,,Payments made to 3rd parties to maintain Office Equipment as part of a service contract
Expense,Facility & Equipment Expense,Equipment Expense,6534,Computer/IT Equipment Service Contract,,Payments made to 3rd parties to maintain Computer/IT Equipment as part of a service contract
Expense,Facility & Equipment Expense,Equipment Expense,6540,Equipment Repair Expense,,
Expense,Facility & Equipment Expense,Equipment Expense,6541,Medical Equipment Repairs,,Payments made to 3rd parties to repair Medical Equipment
Expense,Facility & Equipment Expense,Equipment Expense,6542,Lab Equipment Repairs,,Payments made to 3rd parties to repair Lab Equipment
Expense,Facility & Equipment Expense,Equipment Expense,6543,Office Equipment Repairs,,Payments made to 3rd parties to repair Office Equipment
Expense,Facility & Equipment Expense,Equipment Expense,6544,Computer/IT Equipment Repairs,,Payments made to 3rd parties to repair Computer/IT Equipment
Expense,Facility & Equipment Expense,Property Tax Expense,6550,Property Tax Expense,,
Expense,Facility & Equipment Expense,Property Tax Expense,6551,Real Estate/Property Tax Expense,,The lease agreement and who owns practice real estate makes determination of whether the practice or the landlord pays real estate taxes.
Expense,Facility & Equipment Expense,Property Tax Expense,6552,Personal Property Tax Expense,,"Record tangible and intangible personal property tax payments in this account, when applicable in your practice’s state. See account 3420 Accrued Property Tax for additional explanation."
Expense,Facility & Equipment Expense,Practice Vehicle Expense,6560,Practice Vehicle Expense,"car, truck, vehicle","Costs associated with running and maintaining a practice vehicle for business purposes should be coded here, including gasoline/diesel, vehicle repairs and maintenance, vehicle insurance, and vehicle license renewals. If the vehicle is leased, lease payments are classed here."
Expense,Facility & Equipment Expense,Utility Expense,6570,Utility Services,,
Expense,Facility & Equipment Expense,Utility Expense,6571,Electricity,,Payments made to 3rd parties for electricity
Expense,Facility & Equipment Expense,Utility Expense,6572,Natural Gas/Oil/Propane,,Payments made to 3rd parties for fossil fuels
Expense,Facility & Equipment Expense,Utility Expense,6573,Water,,Payments made to 3rd parties for water or water/sewer (they are sometimes combined on a single bill by the utility)
Expense,Facility & Equipment Expense,Utility Expense,6574,Sewer,,"Payments made to 3rd parties for sewer, if separately paid"
Expense,Facility & Equipment Expense,Utility Expense,6575,Garbage Removal,,Payments made to 3rd parties for ordinary refuse removal (not to include mortuary)
Expense,Facility & Equipment Expense,Utility Expense,6576,Security System Expense,"fire, burglar, security",
Expense,Communication Expense,Communication Services Expense,6580,Communication Services,,
Expense,Communication Expense,Communication Services Expense,6581,Landline Voice,phone,Payments made to 3rd parties for landline voice services
Expense,Communication Expense,Communication Services Expense,6582,Mobile Voice,"cell, data plan",Payments made to 3rd parties for mobile voice/internet services
Expense,Communication Expense,Communication Services Expense,6583,Answering Service,,
Expense,Communication Expense,Communication Services Expense,6584,Landline Internet & TV,,
Expense,Administrative Expense,Administrative Expense,6600,Administrative Expense,,
Expense,Administrative Expense,Administrative Expense,6601,Licenses & Permits,,"Include expenditures for professional and business licenses and permits, such as veterinary and technician license fees, DEA licenses, building occupancy permits, and kennel permits."
Expense,Administrative Expense,Administrative Expense,6602,Use Tax,,"Use tax paid on applicable purchases can be allocated to the appropriate expense category rather than using this account, if you prefer."
Expense,Administrative Expense,Administrative Expense,6603,Franchise Tax,,"Record state franchise, commercial activity, or other similar state tax payments to this account."
Expense,Administrative Expense,Administrative Expense,6604,Other Tax,,"Use this account to record other taxes levied on the practice that do not appropriately fit elsewhere. Note well: payroll taxes, workers compensation premiums/tax, corporate income taxes, real estate taxes, personal property taxes, etc. should all be coded elsewhere."
Expense,Administrative Expense,Administrative Expense,6605,Veterinary & Professional Dues/Licenses,,"Expense to this account expenditure made for AVMA, AAHA, VHMA, state and local associations, and business associations such as chamber of commerce membership dues."
Expense,Administrative Expense,Administrative Expense,6606,Subscriptions,,"Expense to this account recurring expenditures (even if prepaid, as with software licenses) made for subscriptions for periodicals and/or software (& cloud-based services) used by the business that cannot be directly linked to revenue generation"
Expense,Administrative Expense,Administrative Expense,6607,Client Education Material,,"Use this account to expense newsletters, brochures, other client education materials, and postage related to newsletter mailings."
Expense,Administrative Expense,Administrative Expense,6608,Business Gifts,,"Gifts, flowers, cards, food baskets, sympathy cards and expression of sympathy gifts."
Expense,Administrative Expense,Administrative Expense,6609,Charitable Contributions,,"Record payments made to qualified charitable organizations to this account only if no current or future practice promotional benefit is received. If such donations have promotional and marketing benefit that advances client acquisition and growth, then consider classing such payments as advertising and marketing expense, even if made to qualified charitable organizations. If you received a direct benefit, such as a meal, then the fair market value of the direct benefit should be coded to the appropriate account (7440, in this example), with the difference coded to charitable contributions. For example, if the practice pays $100 to a qualified charitable organization and in return receives a meal with a value of $20, then of the $100 expense, $80 should be coded to account 7740 and $20 should be coded to account 7440, assuming there is a business purpose for attendance and business discussion relative to the practice."
Expense,Administrative Expense,Administrative Expense,6610,Computer Supplies,,"Post transactions for peripheral supplies such as cables and small dollar-value software to this account. Minor equipment and software acquisitions may be expensed to this account in accord with the practice capitalization policy. Major acquisitions of computer systems, software, or environmental changes should be capitalized and posted to account 2050 Computer. Labor costs associated with the installation of hardware or software should also be capitalized as part of the respective computer hardware or software account."
Expense,Administrative Expense,Administrative Expense,6611,Office Supplies,,"Expenditures in this account include typical general office supplies such as pens, paper, paper and binder clips, binders, paper files, inexpensive calculators and small equipment."
Expense,Administrative Expense,Administrative Expense,6612,Postage & Delivery,,"Expense to this account stamps, FedEx and UPS, parcel post, courier service, and postal machine rental. Postage for newsletters and other promotional items should be recorded in the appropriate category. Semen shipping freight costs should be included with artificial insemination (A.I.) costs in account 6020."
Expense,Administrative Expense,Administrative Expense,6613,Printing & Reproduction,,Post costs for printing in-office documents and using outside printing services (e.g. Staples or FedEx Office).
Expense,Administrative Expense,Administrative Expense,6614,Business Services,,"Payments to business services companies, incuding credit socring vendors, for non-recurring busienss services"
Expense,Administrative Expense,Administrative Expense,6615,Accounting Fees,,Record fees paid to accounting firms for accounting and tax services. Payroll service and/or outside bookkeeping service payments are coded to the following two accounts.
Expense,Administrative Expense,Administrative Expense,6616,Bookkeeping Services,,"Payments for an independent bookkeeper who is not an employee of the practice are included here. If the bookkeeper is an employee of the practice, wages would be recorded in account 7166."
Expense,Administrative Expense,Administrative Expense,6617,Payroll Service Fees,,"Post payments to this account for an independent payroll company service involving preparation of employee paychecks, payroll-related tax returns and filings, and tax fund remittance handling, such as ADP, Paychex, Heartland, or Intuit, among many others."
Expense,Administrative Expense,Administrative Expense,6618,Employe Benefits / Pension Administration,,"This account includes fees paid to a third-party administrator for maintenance of retirement plans (e.g. 401K, SIMPLE IRA, etc.) or other employee benefit plan maintenance, such as Section 125 Cafeteria Plans. Surety bond premium expense is also coded to this account."
Expense,Administrative Expense,Administrative Expense,6619,Legal Services Fees,,"This account is used for expenses related to ordinary and necessary business expenses related to attorney and legal assistance. Expenses related to business startup, business organization, and business acquisition generally are NOT coded to this account. Special attention must be given to the exact legal services incurred to determine how they should be handled for accounting and tax purposes. These issues are beyond the scope of this handbook, and the practice accountant should be assisting in determination of correct handling."
Expense,Administrative Expense,Administrative Expense,6620,Professional / Business Consulting Fees,,Code payments to third party companies and independent contractors for business management advice and consultation services.
Expense,Administrative Expense,Business Insurance Expense,6630,Business Insurance,,
Expense,Administrative Expense,Business Insurance Expense,6631,General Liability Insurance Expense,,"Code premium expenses for liability insurance on the facility, inventory, contents, and business overhead insurance (BOI; sometimes called disability overhead insurance)."
Expense,Administrative Expense,Business Insurance Expense,6632,Flood Insurance Expense,,"Code premium expenses for flood insurance on the facility, inventory and contents"
Expense,Advertising & Promotion Expense,Advertising & Promotion Expense,6700,Advertising & Promotion,,
Expense,Advertising & Promotion Expense,Advertising & Promotion Expense,6701,Yellow Page Advertising,,"Payments made to advertise in phone directories, including the ""yellow pages."""
Expense,Advertising & Promotion Expense,Advertising & Promotion Expense,6702,Website Maintenance,,"Payments made to vendors to maintain the practice website on its servers or the cloud, including payments made to hosting services, such as AWS."
Expense,Advertising & Promotion Expense,Advertising & Promotion Expense,6703,Internet Advertising,,Payments made to vendors to display advertising via the Internet/Web.
Expense,Advertising & Promotion Expense,Advertising & Promotion Expense,6704,Direct Mailing,,"Payments made to vendors to utilize physical direct mail or email campaigns to market to customers, including such services as SurveyMonkey, MailChimp, etc."
Expense,Advertising & Promotion Expense,Advertising & Promotion Expense,6705,Client Reminders,,Payments made to vendors to generate automated client reminders
Expense,Advertising & Promotion Expense,Advertising & Promotion Expense,6706,Memorial Contributions,,"Payments made in memory of any party, the payment of which establishes some community goodwill and/or awareness."
Expense,Advertising & Promotion Expense,Advertising & Promotion Expense,6707,Sponsored Events,,"Payments made to sponsor any party, the payment of which establishes some community goodwill and/or awareness."
Expense,Advertising & Promotion Expense,Advertising & Promotion Expense,6708,Marketing Consulting Fees,,Payments made to any outside marketing consultant that assists in the development of marketing campaign plans and execution.
Expense,Advertising & Promotion Expense,Advertising & Promotion Expense,6709,Advertising & Promotion -- Other,,Payments made to vendors to advertise in offline advertising and/or promotional events.
Expense,Customer Financing Expense,Customer Financing Expense,6800,Cash-Related Services Fees,,
Expense,Customer Financing Expense,Customer Financing Expense,6801,Bank Charges & Service Fees,,"Code payments made for bank and financial management service fees for processing deposits and bounced checks, TeleCheck, maintaining an account or safe deposit box, and providing other services. Also include fees for late credit card payments."
Expense,Customer Financing Expense,Customer Financing Expense,6802,Merchant Services Fees / Credit Card Discounts,,"The account records the fees paid to credit card companies, by way of discounts, on payments received from such companies on behalf of customers making payment for services/products."
Expense,Customer Financing Expense,Customer Financing Expense,6803,Care Credit/TeleCheck Service Fees,,"This account records the fees paid to CareCredit related to client use of the instant credit system to pay practice invoices. Other instant consumer credit vehicles the practice contracts would result in fees that can be expensed to this account, as well."
Expense,Customer Financing Expense,Customer Financing Expense,6804,Collection Fees,,This account includes fees paid to a collection agency for pursuit of client accounts receivable.
Expense,Customer Financing Expense,Customer Financing Expense,6805,Bad Debt Expense,,Bad debt expense is recorded at the time of direct write-off of specific client accounts receivable that have been pursued and collection efforts exhausted. This account will be used by accrual basis taxpayers.
Expense,Customer Financing Expense,Customer Financing Expense,6806,Returned Check Fees,,"Record check payments received from clients that did not clear the bank due to insufficient fund balances or were otherwise returned as uncollected by the practice’s bank. If another means of payment is received from the client to settle the returned check, the payment should be offset here. If a re-deposited check successfully clears, then the second deposit is recorded against this account, effectively clearing it to zero. The balance of this account will only include returned checks for which no compensating payment has been received. This account will be used by cash basis taxpayers"
Expense,Depreciation/Amortization Expense,Depreciation/Amortization Expense,7000,Depreciation & Amortization,,
Expense,Depreciation/Amortization Expense,Depreciation/Amortization Expense,7010,Depreciation Expense,,"If your practice does not have depreciation adjustments via its tax accountant, estimates for interim, non-tax reporting purposes can be made as follows, at ownership prerogative: Spread the cost of fixed asset costs (account 2000-2499) over a 10-year estimated useful life."
Expense,Depreciation/Amortization Expense,Depreciation/Amortization Expense,7020,Amortization Expense,,"The periodic expense attributed to the decline in usefulness of an intangible asset. Similar to depreciation, it is the process of gradually reducing the value of an asset over its useful life, to reflect an estimate of its use in producing revenues over many financial periods."
Other Rev & Exp,,,,OTHER REVENUE & EXPENSES,,
Other Rev & Exp,Other Revenue,Other Revenue,8000,Other Revenue,,
Other Rev & Exp,Other Revenue,Other Revenue,8001,Interest Revenue,,
Other Rev & Exp,Other Revenue,Other Revenue,8002,Rent Revenue,,"Post interest income from all sources, including notes receivable and interest-bearing investment accounts to this account. If a variety of interest-bearing investments exists, each interest source can be separately presented by establishing individual interest-revenue account codes to match with the Forms 1099 – INT the practice will receive in the first quarter of the subsequent calendar year."
Other Rev & Exp,Other Revenue,Other Revenue,8003,Miscellaneous Revenue,,"Use this account to report episodic revenue for which there is no other classification. For example, an insurance payment received for damaged property in excess of its repair costs would be recorded here."
Other Rev & Exp,Other Revenue,Other Revenue,8004,Gain on Sales of Assets,,
Other Rev & Exp,Other Expense,Other Expense,8100,Other Expense,,
Other Rev & Exp,Other Expense,Other Expense,8101,Miscellaneous Expense,,"In this section, record non-recurring expenses unrelated to daily veterinary practice operations. Do not post operating expenses to this account."
Other Rev & Exp,Other Expense,Other Expense,8102,Fines & Penalties,,"Fines and penalties such as those related to late submission of tax filings or traffic tickets are coded to this category, and are non-tax-deductible by law."
Other Rev & Exp,Other Expense,Other Expense,8103,Officer/Key Person Life Insurance,,Premiums for practice-owned life insurance on the life of a key person(s) for which the practice is also the beneficiary are coded to this account.
Other Rev & Exp,Other Expense,Other Expense,8104,Officer Disability Insurance,,Premiums for any long- or short- term disability insurance provided for a key person(s) nby the practice are coded to this account.
Other Rev & Exp,Other Expense,Other Expense,8105,Loss on Sale of Assets,,
Other Rev & Exp,Other Expense,Interest Expense,8200,Interest Expense,,
Other Rev & Exp,Other Expense,Interest Expense,8201,Debt Interest Expense -- 3rd Party,,This account records the interest expense portion of debt service payments to financial institutions. The portion of payment related to principal reduction is coded to the corresponding loan account in the practice liability 3000 series.
Other Rev & Exp,Other Expense,Interest Expense,8202,Debt Interest Expense -- Shareholder/Owner,,This account is used to record interest paid on practice debt owed to shareholders or other related parties. See liability account 3050.
Other Rev & Exp,Other Expense,Interest Expense,8203,Other Interest Expense,finance charge,"This account records the interest expense payments related to vendor and other debt, interest assessed on outstanding credit card liability."
Other Rev & Exp,Other Expense,Interest Expense,8204,SBA Funding Fees,,Fees paid to the SBA to support an SBA loan where interest expense is paid to a third party financial institution
Other Rev & Exp,Other Expense,Income Tax Expense,8300,Income Tax Expense,,
Other Rev & Exp,Other Expense,Income Tax Expense,8301,Federal Income Tax Expense,,"Record here the federal income tax liability associated with the practice entity’s taxable income, which must be paid by the entity. Taxes owed by practice owners are not recorded on the practice’s books. This tax is not a payroll tax."
Other Rev & Exp,Other Expense,Income Tax Expense,8302,State Income Tax Expense,,"Record here the state income tax liability associated with the practice entity’s taxable income, which must be paid by the entity. Taxes owed by practice owners are not recorded on the practice’s books. This tax is not a payroll tax."
Other Rev & Exp,Other Expense,Income Tax Expense,8303,Local Income Tax Expense,,"Record here the city, regional, or other local income tax liability associated with the practice entity’s taxable income, that must be paid by the entity. Taxes owed by practice owners are not recorded on the practice’s books. This tax is not a payroll tax."
